Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,StdDev,2019 Avg,2020 Avg,FC,My,Diff,FC Proj,My Proj,Exp.,Used,Con.,Value,FPs,Val
Patrick Mahomes,,,QB,KC,@ DEN,13th,26.00,16500,12.3,36.5,9.7,23,26.6,0,0,0,21.99,21.99,100,,55,1.3,12.00,0.7
Kyler Murray,,,QB,ARI,vs SEA,28th,25.75,16500,13.2,37.9,9.9,18.6,27.4,0,0,0,23.06,23.06,100,,53,1.4,38.10,2.3
Russell Wilson,,,QB,SEA,@ ARI,25th,28.75,16500,15.4,35.7,8.1,20.2,30.1,0,0,0,23.51,23.51,100,,59,1.4,32.92,2
Christian McCaffrey,,,RB,CAR,@ NO,4th,21.50,16000,0,14.9,9.9,25.8,24.9,0,0,0,0.00,0.00,100,,47,0,,
Alvin Kamara,,,RB,NO,vs CAR,32nd,28.50,16000,9.9,34.7,9.9,14.9,25.7,0,0,0,19.81,19.81,100,,43,1.2,18.80,1.2
Ryan Tannehill,,,QB,TEN,vs PIT,10th,26.00,16000,12.2,31.4,7.7,17.4,23.8,0,0,0,19.89,19.89,100,,54,1.2,17.30,1.1
Tom Brady,,,QB,TB,@ LV,12th,27.75,16000,12.1,31.3,7.7,16.4,19.7,0,0,0,19.78,19.78,100,,60,1.2,36.86,2.3
Justin Herbert,,,QB,LAC,vs JAC,22nd,28.25,16000,12.8,31.5,7.5,,22.6,0,0,0,20.27,20.27,100,,66,1.3,38.48,2.4
Cam Newton,,,QB,NE,vs SF,9th,23.75,16000,11,34.5,9.4,8.8,23.4,0,0,0,20.35,20.35,100,,51,1.3,2.82,0.2
Carson Wentz,,,QB,PHI,vs NYG,21st,24.75,15500,11.8,28.3,6.6,16.6,20.7,0,0,0,18.36,18.36,100,,62,1.2,28.76,1.9
Ben Roethlisberger,,,QB,PIT,@ TEN,26th,25.00,15500,10.6,30.8,8.1,6.9,18.6,0,0,0,18.66,18.66,100,,57,1.2,15.62,1
Derek Carr,,,QB,LV,vs TB,3rd,23.75,15500,10.8,29.8,7.6,15.8,19.2,0,0,0,18.41,18.41,100,,53,1.2,20.26,1.3
Gardner Minshew,,,QB,JAC,@ LAC,8th,20.25,15500,12,27.5,6.2,16.8,19.5,0,0,0,18.19,18.19,100,,62,1.2,19.02,1.2
Jimmy Garoppolo,,,QB,SF,@ NE,4th,20.75,15500,6.6,27.6,8.4,14.9,14.3,0,0,0,14.99,14.99,100,,26,1,9.48,0.6
Miles Sanders,,,RB,PHI,vs NYG,12th,24.75,15000,0,11.4,7.6,11.9,14.9,0,0,0,0.00,0.00,100,,34,0,,
Drew Brees,,,QB,NO,vs CAR,2nd,28.50,15000,9.7,30.5,8.3,19,18.4,0,0,0,18.00,18.00,100,,57,1.2,23.68,1.6
Derrick Henry,,,RB,TEN,vs PIT,5th,26.00,15000,4.8,32.3,11.0,18.7,21.4,0,0,0,15.75,15.75,100,,18,1.1,14.20,0.9
Jared Goff,,,QB,LAR,vs CHI,1st,25.00,15000,9.6,30.3,8.3,16.5,19.5,0,0,0,17.85,17.85,100,,48,1.2,16.86,1.1
Daniel Jones,,,QB,NYG,@ PHI,31st,19.75,14500,8.1,29.6,8.6,17.5,11.9,0,0,0,16.67,16.67,100,,45,1.1,21.68,1.5
Teddy Bridgewater,,,QB,CAR,@ NO,18th,21.50,14500,9.7,30,8.1,10.3,17.4,0,0,0,17.84,17.84,100,,33,1.2,19.16,1.3
Tyreek Hill,,,WR,KC,@ DEN,21st,26.00,14500,4,28,9.6,13.3,14.4,0,0,0,13.61,13.61,100,,33,0.9,14.50,1
George Kittle,,,TE,SF,@ NE,8th,20.75,14500,5.7,23.7,7.2,11.2,16.7,0,0,0,12.88,12.88,100,,27,0.9,8.00,0.6
DeAndre Hopkins,,,WR,ARI,vs SEA,32nd,25.75,14500,8.1,26.1,7.2,14.5,15.9,0,0,0,15.34,15.34,100,,51,1.1,19.30,1.3
Cooper Kupp,,,WR,LAR,vs CHI,2nd,25.00,14500,4.4,23.1,7.5,14,10.8,0,0,0,11.88,11.88,100,,40,0.8,8.90,0.6
Michael Thomas,,,WR,NO,vs CAR,1st,28.50,14000,0,12,8.0,18.2,3.2,0,0,0,0.00,0.00,100,,42,0,,
Mike Davis,,,RB,CAR,@ NO,4th,21.50,14000,8.6,24.6,6.4,1.7,17.2,0,0,0,14.96,14.96,100,,9,1.1,6.10,0.4
Josh Jacobs,,,RB,LV,vs TB,1st,23.75,14000,6.4,25.7,7.7,14,16.8,0,0,0,14.14,14.14,100,,46,1,4.60,0.3
Drew Lock,,,QB,DEN,vs KC,5th,19.00,14000,5.7,24.9,7.7,14.2,5.8,0,0,0,13.38,13.38,100,,42,1,14.96,1.1
Brett Rypien,,,QB,DEN,vs KC,5th,19.00,14000,0,8,5.3,,7.7,0,0,0,0.00,0.00,100,,0,0,,
